ID;Station;Watermass;Year;Lat;Lon;Depth;Salinity;BP;TR;BR;Chla;NO3;NO2;PO4;SiO2;NH4;DOC;DON;TDN_uMN;THAA;D.AA;DOC_AA;DON_AA;C_AA_yields;N_AA_yields;DI;RI;a440;S275_295;S350_400;S350_500;Sr;Peak_AC;Peak_B;Peak_D;Peak_M;Peak_T;FI;BIX;HIX;L.Asx;D.Asx;L.Glx;D.Glx;L.Ser;D.Ser;Thr;Gly;Arg;b.Ala;His;L.Ala;g.Aba;D.Ala;Tyr;Val;Phe;Ile;Leu;Lys
400149;L3_17;CLB;2014;57.7957;308.6653;2;34.833;0.00659089846231315;1.40082;1.99077572135052;0.51;14.565;0.03;1.009;7.44;0.0123919414679589;89.0872305527571;5.38304120838174;19.9904331498497;258.63860706194;12.666620312893;1.14576885835815;6.10221206643011;2.90320627835406;48.0469305453621;1.17988770200408;1.33252408905997;0.0368470010278226;0.0125297658266809;0.0215036923557523;0.0181822550614987;1.06310580679036;0.0465271772428638;0.125177471806262;0.0150619221512039;0.0935457552183739;0.058397640339494;1.40029463539778;1.7362318270346;0.469628063842159;21.787086320343;15.2307498147797;19.3057551145709;4.96560194730739;16.0004792661995;3.50382929959619;10.2530535286009;64.5119213821746;16.9515448487362;6.31420218761836;5.43866838020877;26.0305574214644;2.93134989634287;9.06058927740785;7.44560400606796;2.6051664624653;4.874316862469;3.73886295205172;9.57525630332491;8.11401179021012
400145;L3_17;CLB;2014;57.7957;308.6653;10;34.833;0.00177162207684993;1.30798;0.752639674702499;0.48;14.625;0.03;1.007;7.435;0.0600511440542156;124.056050022064;3.13354988259729;17.8486010266515;192.135168714869;13.2255988124778;0.57451130339184;7.49167740908671;1.5487770945528;61.3154970922675;0.179133114113103;1.11240031800532;0.0630914597009272;0.0144632210018372;0.016180965552377;0.0150090782927926;1.66822809938388;0.0338819565442792;0.116157350478135;0.0151655596700195;0.034208760089132;0.0519737252928896;1.20906183218434;1.25731135551355;0.560042084508331;12.2980821120783;11.4003662515074;11.2716723828747;2.40770056641884;8.77907529258061;3.28224378757132;5.31412932635259;64.6744897251367;9.47420352806927;5.31448884816502;4.41313282836388;17.5316402551302;3.10538597565892;8.32071598640835;6.09432389428192;1.89604497518188;3.27194753730482;1.93726147659507;5.97686026398998;5.37140370119956
400143;L3_17;CLB;2014;57.7957;308.6653;20;34.833;0.00450138452086717;1.38202;0.551797695537005;0.47;14.78;0.03;1.0035;7.435;0.0758606059348318;73.2680026975947;2.96274042071667;17.8486010266515;194.077962731971;14.6212729265482;0.98438309980432;7.83650142740493;2.64887748521009;65.5062324646802;0.242058357119293;1.28512519136291;0.030921411554871;0.0152105942802403;0.0222633493268519;0.0183741023626032;1.44729348624178;0.0341747875301906;0.0999694716940777;0.0152246777498432;0.0287562341909499;0.0414781189840988;1.35150630723628;1.02947226307997;0.665402521361453;13.3424370531852;13.3252256380927;10.619497619821;3.77550283978514;8.06438748864821;3.52660323678428;5.51054596578421;63.632397575404;8.77131813332507;5.17809927630975;3.78610502214999;18.9420377379098;2.11837304426746;7.74933690666387;5.93059634749105;3.46143333146719;3.4462840397649;2.63021478099062;6.05649851060738;4.21106818351883
400140;L3_17;CLB;2014;57.7957;308.6653;30;34.834;0.00833573189888813;1.51794;0.123387740228273;0.49;14.695;0.03;1.016;7.44;0.0945076635376099;73.2680026975947;3.02909336311389;17.8486010266515;145.556293473785;13.4391500017221;0.728723979904524;5.4342702393666;1.98662837957453;48.0527590355134;-0.0203499377767781;1.22333252255874;0.0407073630698771;0.0150706970773166;0.0185806521947564;0.0160790335609579;1.62790067434127;0.0284047450253401;0.117718044389644;0.0135253819679872;0.0265501719437993;0.0348891374882809;1.53236168523973;1.20859885002936;0.516494535552966;10.1181983546807;7.96224994099413;7.50449384435766;1.43777205663674;6.50267339612402;2.60572978808834;4.83067307016408;49.3221727226607;2.45872338937572;5.01138534100285;3.92027562731369;14.0805051905659;1.83182819546268;7.55577683116962;5.20858701354705;1.5457650670673;3.16293866442542;1.83849241752733;4.82194830483302;3.83610425778779
400136;L3_17;CLB;2014;57.7957;308.6653;40;34.834;0.001384079747539;1.20657;0.783924423185947;0.44;14.83;0.03;1.02;7.475;0.0704556617021425;61.6117295411591;2.91814536494936;17.8486010266515;225.991383332627;14.6597676173717;1.45511471308226;9.80342187676;3.66799284836917;77.4434975197163;1.45982940370193;1.51000479363078;0.0289613625910744;0.0158660285957328;0.0226798197896333;0.0169638623277653;1.54318378103355;0.0327783618224752;0.0724233606699818;0.0204440466049357;0.0358682460535789;0.123542899495665;1.78926314407098;1.48477281890248;0.632451065704509;15.3137014146252;15.8033559514827;12.0642586135911;4.25676161940486;9.40847768656583;4.39042578162577;6.84874979781789;59.7476787367855;14.7512948200251;5.27345967372275;3.62766308467896;23.425421626269;2.40422287688647;8.6792682793335;6.82651610142384;4.62401641978245;4.76682135397151;6.32771200200805;8.87407035158382;8.57750714104295
400133;L3_17;CLB;2014;57.7957;308.6653;60;34.835;0.00123227745264763;1.45604;0.671801184661452;0.44;14.915;0.03;1.015;7.51;0.0732932574243044;104.90645840792;3.5442518102933;18.5625450677176;164.941381633493;13.1428804737062;0.584399913419609;5.50761636933996;1.57227099395666;46.5377152815345;0.264554800389385;1.18824739061176;0.0240251718477853;0.0160237973889929;0.0183832353431844;0.0176020992480878;1.57454246859031;0.0345127736709603;0.0699062452855676;0.0184077490253093;0.028510900288944;0.0328076548437476;1.80837995973834;1.28015070364521;1.0693355154499;11.420052260943;9.06758682404444;9.95340076768595;2.020522575764;9.92110393960702;2.66954263627287;5.93088377190565;53.2464207211341;6.74266760919673;4.68545485812953;3.65682953159122;14.3115928327327;3.12186227352838;7.92039660368821;6.02111515571051;1.84146122148765;3.25590905366049;2.00432248540541;4.42950716092886;2.72074935007618
400244;L3_20;CLB;2014;59.0698;310.0612;2;34.618;0.0298806723543116;3.065;0.118518019682692;4.24;7.52;0.09;0.6205;6.02;0.368492608629104;63.2769114206499;3.4446120484279;11.423104657057;191.963171833623;11.793650297908;1.14271126285365;6.56688535140242;3.03370008939749;55.7285317286264;0.335310340921763;0.8781452947416;0.041806023780459;0.0155823564727539;0.0214353861143282;0.0164207553442519;1.71366501841819;0.0373516191067168;0.0319335570835243;0.0177732906979619;0.0219861382615859;0.0244503490780309;1.53072681456001;0.969024882277564;1.83076637176522;14.9854414794071;10.3830722719854;16.5810064791415;2.38340536877283;12.062524814962;2.56063292497431;6.60313689325876;55.7195510969713;6.32095959047818;8.04754712119288;4.70690188901752;17.7724796299735;1.97652860754516;7.31235462109719;5.57685265641746;2.10883014122738;3.22574227890733;2.34649872250047;5.42583560803065;5.86386963776205
400241;L3_20;CLB;2014;59.0698;310.0612;10;34.618;0.0683871871984952;3.14304;0.838179761661403;3.48;7.415;0.11;0.631;6.06;0.301010910733671;168.18336982857;4.31103778738933;12.137048698123;272.81697703186;10.3491885850899;0.635359337500565;8.05747714144848;1.62214003269136;63.2833648152902;1.26205743641088;1.31573662076019;0.0187516495869934;0.0180016513568995;0.0224849817359147;0.0204676590244176;1.42097506490267;0.0312907331685344;0.0351297696903104;0.0148673597472636;0.0191651467819563;0.0181116957609644;1.54003163392945;1.01338970679328;1.62526440147992;24.3910349871234;11.4948933340534;23.8497754191853;4.69240740613017;21.9657881573358;3.5857033815002;10.1660737881269;69.7562052397435;19.4747924449088;6.16026597184666;3.94474295139283;24.3852406344874;2.60697828832797;8.46133932348475;7.27527403060513;4.37929388550188;4.26011030565625;5.38039616870171;8.35661730501938;8.23004400872899
400239;L3_20;CLB;2014;59.0698;310.0612;20;34.618;0.0501667751470786;3.24801;0.698768820622154;3.99;7.265;0.1;0.6395;6.015;0.304892601320576;66.6072751796315;4.46715609680242;12.137048698123;209.724461775777;10.0541785261824;1.16999611222436;5.45635514659998;3.14867199131291;46.9480934247849;0.353429218975739;1.06132476158328;0.0164784514033662;0.0170019317584387;0.025670652043484;0.0218523670562712;1.3064376475687;0.0308064009132017;0.0387604209081204;0.0149844645598133;0.0199357397088635;0.0193694935414689;1.30334265845263;0.959885516481837;1.43627783521463;19.01182774462;8.94916730649259;14.1511389626661;1.91751891042524;18.289501432671;2.29210775668473;8.8724743861722;60.0691310846396;6.80301386231106;6.16284626775765;4.21058600030995;21.3601116712157;2.38325787894727;7.92727782640918;5.03284431059632;3.38064472396913;4.03734763537119;4.2471197155577;5.43731806775748;5.18922623120318
400235;L3_20;CLB;2014;59.0698;310.0612;30;34.617;0.0988317915801762;3.16063;0.302320613520426;4.54;7.245;0.105;0.643;6.01;0.519075288103358;64.9420933001407;3.55402936895364;11.423104657057;275.021989084288;9.61583568332776;1.66331906555554;9.86757837231707;4.23488026191623;77.3831503720125;1.21666817643422;1.21351997876883;0.0226607273452311;0.0165705934774741;0.0215012031426014;0.0195630850453288;1.50529459154241;0.0319290035538135;0.0544854468524456;0.0140773354874254;0.0209708859274742;0.0238820721020596;1.95904624217195;0.922513063699927;1.12778049504806;25.4568808408081;11.0549560163561;24.7759432075226;3.06615360679628;18.4811595787994;2.64596660528828;12.3377080769527;67.817146475768;19.6263734131841;7.85711576975418;4.34053544557736;28.2095339824296;2.17619033811729;9.67858633492413;7.28466391648907;4.68532724319604;4.89095349851634;4.9979182071019;7.52442338503597;8.11445314167089
